Polar_expression,Polarity
spektakulære,1.0
stemme å dø for,1.0
rå på både gitar og synth,1.0
litt innadvendt,0.16666666666666666
ikke noen stor scenekarismatiker,0.16666666666666666
genialt trekk,1.0
ikke vakre som Swires,0.3333333333333333
Hans vokale bidrag er ikke vakre som,0.8333333333333334
ikke så interessante,0.3333333333333333
skaper en nærmest ekstatisk stemning av villskap og kåtskap,1.0
skapte tilløp til mosh pit foran scenen,1.0
fikk sindige mannfolk i allværsjakke og ryggsekk til å sitre,1.0
helt utrolig,1.0
"Et annet Pendulum enn på plate , men minst like bra !",0.8333333333333334
På sporet av fortidens magi,0.8333333333333334
drusefine,1.0
gjester fra The Heartbreakers og Fleetwood Mac,0.8333333333333334
får Nicks til å se ut som en nyvokset dukke,0.3333333333333333
"mer foruroligende , ordene « produced by Dave Stewart »",0.3333333333333333
verre,0.6666666666666666
Stewart har skrevet mange,0.3333333333333333
komposisjonene hans på langt nær er like særpregede,0.3333333333333333
komposisjonene,0.3333333333333333
"når det er fint , er det fint",0.8333333333333334
kunne forsvart en plass på « Tusk »,0.8333333333333334
forsøker godt,0.8333333333333334
dansbart,0.8333333333333334
refrenglett,0.8333333333333334
like enkelt,0.8333333333333334
like klassisk rent,0.8333333333333334
like poetisk,0.8333333333333334
like minneverdig,0.8333333333333334
konsentrater av menneskelighet,0.8333333333333334
framfører dem med nerve og nyanse,0.8333333333333334
finstemt,0.8333333333333334
subtile,0.8333333333333334
"og noen mindre subtile , humoristiske",0.8333333333333334
rykkes undertegnede ut av de rom teksten skaper,0.3333333333333333
Det går ikke lang tid før jeg er sugd tilbake i situasjonen igjen,0.8333333333333334
forstyrrelse,0.3333333333333333
svekkelse,0.3333333333333333
ikke en berikelse,0.3333333333333333
helhetlig,0.8333333333333334
sterk,0.8333333333333334
har den samme åpne fleksibiliteten som rolleidentitetene og replikkene,0.8333333333333334
eminent,0.8333333333333334
glad for hver eneste en av dem,0.8333333333333334
god skribent,0.8333333333333334
unngår langhalm og dødperioder,0.8333333333333334
alt han skriver er meningsbærende for historien,0.8333333333333334
helt rå,0.8333333333333334
kanskje ikke helt troverdig,0.16666666666666666
hvor sannsynlig er det,0.6666666666666666
dødsspennende,1.0
eminent litterat,0.8333333333333334
behersker det håndverksmessige til fingerspissene,0.8333333333333334
billedskapende,0.8333333333333334
flytende deilig,0.8333333333333334
skrelt til det nødvendigste,0.8333333333333334
mange små kapitler med « cliff hangere »,0.8333333333333334
page turner,0.8333333333333334
usedvanlig innsikt gir,0.8333333333333334
alene verd lesningen,0.8333333333333334
mye anvendt menneskekunnskap,0.8333333333333334
ener i å skrive gode fortellinger,0.5
et av ræpp-høstens mest harry covre,0.16666666666666666
forrykende sterkt,1.0
arrogant,0.16666666666666666
helt korrekt ) tar æren for verdensdominansen til dirty south-stilen,0.8333333333333334
arrogant,0.16666666666666666
helt korrekt ) tar æren for verdensdominansen til dirty south-stilen,0.8333333333333334
"hverken beats , flow eller humor holder hele veien til mål her",0.3333333333333333
oppsiktsvekkende lite oppfinnsom,0.6666666666666666
snippen henger lovlig løst,0.8333333333333334
redder dagen,0.8333333333333334
redder dagen,0.8333333333333334
snippen henger lovlig løst,0.8333333333333334
minner oss om at man ikke alltid skal ta hip hop gravalvorlig,0.8333333333333334
minner oss om at man ikke alltid skal ta hip hop gravalvorlig,0.8333333333333334
Bra,0.8333333333333334
aldri bedre enn onkel,0.3333333333333333
stilskapere tidlig på nittitallet,0.8333333333333334
store problemer med å matche gamlebandet sitt med henholdsvis Son Volt og Wilco,0.3333333333333333
tar,1.0
beste,1.0
gjenkjenner den sterkeste Farrar-signaturen - den som både fans av Uncle Tupelo og tidlig Son Volt vil elske,1.0
farlig,0.3333333333333333
robust realistiske,0.8333333333333334
velregisserte,0.8333333333333334
underholdende,0.8333333333333334
små poetiske perler,1.0
alldeles utmerket,1.0
"balanseres det , med noen unntak , nennsomt",0.5
rene balletten,1.0
styres det unna for mye av uforståelig snøvling,0.3333333333333333
pompøse,0.5
filosofiske,0.5
ganske så morsomme,0.8333333333333334
godt,0.8333333333333334
flust av fine detaljer,1.0
herlige komikk,1.0
effektiv bakgrunn,0.8333333333333334
rastløs,0.3333333333333333
ikke helt lykkelig,0.3333333333333333
3D er den eneste nye ingrediensen,0.3333333333333333
Heldigvis holder det ganske langt,0.8333333333333334
liker,0.8333333333333334
liker,0.8333333333333334
sett det ørten ganger før,0.3333333333333333
bra,0.8333333333333334
likevel gøy å se fusjonen ufolde seg foran deg,0.8333333333333334
dansernes piruetter nesten pirker deg på nesa,0.8333333333333334
gøy,0.8333333333333334
banal,0.3333333333333333
forutsigbar,0.3333333333333333
bare et påskudd for å vise dans,0.3333333333333333
sus over,0.8333333333333334
heller mer til sug,0.3333333333333333
flaue,0.3333333333333333
trekker denne filmen ned,0.3333333333333333
kunne det med fordel vært enda mer dans,0.3333333333333333
kunne vært utnyttet bedre,0.3333333333333333
skjemmer dårlig oversettelse,0.3333333333333333
Kit Kat er blitt til kattemat,0.3333333333333333
å drille / øve lidenskapen ut av danserne har blitt å banke den ut av dem,0.3333333333333333
"« cheeky » , altså frekk , har blitt til jålete",0.3333333333333333
overtydelige,0.3333333333333333
fått nok,0.3333333333333333
lyspunkter,0.8333333333333334
fylt av spenstige kropper,0.8333333333333334
halsbrekkende hopp,0.8333333333333334
hjerte og smerte,0.8333333333333334
øynene bare boltre seg,0.8333333333333334
selv om denne,0.3333333333333333
Suveren mørkemannsdisco,1.0
en av årets beste,1.0
obskur,0.16666666666666666
forvirrende,0.16666666666666666
mystiske tegninger malt på vegger verden over,0.16666666666666666
lange geriljakonserter,0.16666666666666666
humoristiske videoklipp på Youtube,0.16666666666666666
endelig her,0.8333333333333334
mest ambisiøse og storslåtte verkene på denne siden av 2010,1.0
laget det som kanskje er et av de mest ambisiøse og storslåtte verkene på denne siden av 2010,1.0
vil ikke bli skuffet,0.8333333333333334
vant det kommersielle publikum,0.8333333333333334
mot alle odds endte opp med å få en Grammy-pris,0.8333333333333334
mer dansbart enn noensinne,1.0
langt mer levende og energisk,0.8333333333333334
Perkusjonen er langt mer levende og energisk enn før,0.3333333333333333
Kunststykket er at Arcade Fire fortsatt er seg selv,0.8333333333333334
kunne like godt ha dukket opp på en av deres forrige plater,0.8333333333333334
kunne like godt ha dukket opp på en av deres forrige plater,0.8333333333333334
kunne like godt ha dukket opp på en av deres forrige plater,0.8333333333333334
"Selv når bandet viser frem tydelig inspirasjon fra haitisk ra-ra-musikk på « Here Come The Night Time » , høres det ut som Arcade Fire",0.8333333333333334
helt nytt nivå,1.0
bekymret for hvordan de noen gang kan komme til å overgå dette,1.0
Godkjent retur,0.8333333333333334
"bra , men ikke fantastisk",0.5
gjør bandet strammere og tettere,0.8333333333333334
tidligere rytmemaskin i Serena-Maneesh,1.0
gjør flere aggressive og mindre sirkusvennlige vokalvalg enn de Hank von Helvete sjekket ut med,0.8333333333333334
Tony Sylvester,0.16666666666666666
popete frihetspunk man vanskelig kan mislike,0.8333333333333334
fremstår sterkere enn det egentlig er på grunn av de to nyervervelsene,0.16666666666666666
fremstår sterkere enn det egentlig er på grunn av,0.8333333333333334
godkjent så langt,0.8333333333333334
uten trekkvogn,0.3333333333333333
kontinuerlig kommunikasjonskrise,0.6666666666666666
handler om ingen ting,0.3333333333333333
dårlige,0.3333333333333333
dårlige setninger,0.3333333333333333
Dårlige,0.3333333333333333
lett for å late som om innholdet skal ligge innimellom,0.3333333333333333
beskrivelser uten egentlig forstand,0.3333333333333333
ikke litterære,0.3333333333333333
ikke forsøker å kommunisere,0.3333333333333333
Setningene,0.3333333333333333
Setningene,0.3333333333333333
merkelig oppfunnet,0.16666666666666666
farseaktig,0.3333333333333333
uforløste forstadserotikkens banale grenseland,0.3333333333333333
merkelig oppfunnet ektepar,0.3333333333333333
farseaktig beskrivelse,0.3333333333333333
dummere ting enn i Nettavisens Aylar-journalistikk,0.3333333333333333
utillatelig logikk-skeiv,0.6666666666666666
"Stå klar med pille og vann , her kommer en norsk manusforfatter !",0.3333333333333333
bauta over de eldres absolutte humørløshet,0.3333333333333333
latterlig i veien for alt,0.6666666666666666
sære,0.3333333333333333
meget god tur- og treningskamerat,1.0
mye flottere enn vanlige smartklokker,1.0
tar det hele til et nytt nivå,1.0
ambisiøs satsning på et ekslusivt ytre,1.0
ambisiøs,0.8333333333333334
ekslusivt,1.0
fokuset på funksjoner og indre kvaliteter,1.0
"fokuset på funksjoner og indre kvaliteter , for første gang blitt kombinert med en ambisiøs satsning på et ekslusivt ytre",1.0
ypper med kandidatene fra Cupertino og La Chaux-de-Fonds,0.8333333333333334
avtale med urmakerkjeden Protid som utsalgskanal,1.0
urmakerkvalitet,0.8333333333333334
dårlig rykte,0.3333333333333333
ikke,0.5
har neppe samlet noen stilpoeng blant de klokkebevisste,0.6666666666666666
« tradisjonell urmakerkvalitet »,0.8333333333333334
kan være så mangt,0.16666666666666666
først og fremst et bevis på kreativ markedsføring,0.16666666666666666
utgjør,1.0
ikke en super match til dressen,0.16666666666666666
fremstår som betydelig mer diskré enn hva vi typisk har sett fra andre modeller,0.8333333333333334
tilgjengelig på en sporty metallenke,0.8333333333333334
tilgjengelig på en,0.8333333333333334
sporty,0.8333333333333334
i en stil som har vært svært populær i klokkeverdenen,1.0
"utstyrt med spesielle baretter , som gjør skifte av lenke eller rem til en svært enkel affære",0.8333333333333334
svært enkel affære,1.0
opplevde kvaliteten er god,1.0
faktisk på høyde med en del « dumme » klokker i samme prisklasse,1.0
føles svært solid,1.0
riperesistant safirkrystall i front,1.0
vannresistanse på 10 ATM,1.0
sannsynligvis en av markedets mest robuste smartklokker,1.0
Funksjonell multisport,1.0
nærmest identisk med Fenix 3 HR,1.0
har rukket å bli en favoritt blant mange aktive nordmenn,1.0
benytter,1.0
en positiv opplevelse,1.0
så snart man har memorert knappenes funksjon,1.0
Litt øvelse må riktignok til,0.16666666666666666
klar fordel,0.8333333333333334
svært responsiv og kjapp,1.0
GPS,1.0
GLONASS,1.0
barometrisk høydemåler,1.0
elektronisk kompass,1.0
pulsmåler,1.0
Bluetooth 4.0 LE.,1.0
"kan også utvide med et eget hjertebelte , for enda mer presis pulsmåling",0.8333333333333334
legger fundamentet for en rekke innebygde spesialprogrammer,1.0
styrker klokkens fokus på fysiske aktiviteter,1.0
i treningssammenheng er Garmin trolig blant de aller beste i klassen,1.0
utvides horisonten av funksjoner ytterligere,1.0
oversiktlig,1.0
enkel i bruk,1.0
ikke så ulik apper vi har sett fra andre smartklokker,0.8333333333333334
smartvarsling av e-post,0.8333333333333334
SMS,0.8333333333333334
telefonanrop,0.8333333333333334
sosiale medier,0.8333333333333334
kan være riktig så praktisk,1.0
gjør det mulig å lokalisere eierens mistede smarttelefon,1.0
muligheten til å utvide funksjonene ytterligere,0.8333333333333334
Enkel å bruke,0.8333333333333334
ikke alltid er så enkle å leve med i praksis,0.3333333333333333
sitter,1.0
god lesbarhet,0.8333333333333334
kunne med fordel vært høyere,0.3333333333333333
218 x 218 piksler,0.16666666666666666
kunne vært sterkere,0.3333333333333333
får jobben gjort,0.8333333333333334
Høyere oppløsning ville dessuten trukket mer strøm,0.8333333333333334
varer i opptil 25 timer i såkalt UltraTrac-modus,1.0
13 timer i GPS-treningsmodus,1.0
opptil én uke i klokkemodus,1.0
en påstand som langt på vei later til å holde mål,1.0
absolutt godkjent,0.8333333333333334
betyr samtidig et fravær av potensielle fordelene som følger med Android Wear eller iOS-baserte smartklokker,0.16666666666666666
først og fremst en meget god tur- og treningskamerat,1.0
langt mer estetisk appellerende innpakning enn hva vi vanligvis kjenner fra klokker i denne kategorien,1.0
kvaliteten er høy,1.0
påstanden om “ urmakerkvalitet ” er langt på vei forsvarbar,1.0
muligheten til en real oppgradering på stilfronten,1.0
priset i tråd med smartklokker av lignende opplevde kvalitet,1.0
høy sammenlignet med det brede markedet av smartklokker,0.16666666666666666
stolt,0.8333333333333334
å stå på scenen i Kiev,0.8333333333333334
sår,0.8333333333333334
spesiell,0.8333333333333334
forsterker låtens sterke etniske preg på en utmerket måte,0.8333333333333334
dessverre en showstopper de luxe,1.0
blir glad i,0.8333333333333334
kommer endelig tilbake,0.8333333333333334
populære,0.8333333333333334
forandring som fryder og engasjerer,0.8333333333333334
lune humor,0.8333333333333334
gjensynet,0.8333333333333334
gjensynet,0.8333333333333334
ble redd for å miste engasjementet,0.3333333333333333
dvelte den imidlertid ikke over dette grepet,0.8333333333333334
tok ikke lang tid før jeg igjen var fullstendig oppslukt,1.0
Skikkelig kostymedrama,0.8333333333333334
liker at settingen er såpass annerledes fra den første sesongen,0.8333333333333334
forfriskende med en fargerik by,0.8333333333333334
fryd å se,0.8333333333333334
spesielt fabelaktig,1.0
taler for seg selv,0.8333333333333334
Varmt,0.8333333333333334
fabelaktig blanding,1.0
liker best,1.0
liker best med serien er samspillet,1.0
utstråler en nærhet som er svært troverdig,0.8333333333333334
heier på forholdet deres,0.8333333333333334
interessant,0.8333333333333334
spiller med en varme,0.8333333333333334
Heughan spiller med en varme,1.0
alltid vær en morsom,0.8333333333333334
lune humoren er som nevnt fortsatt til stede,
liker godt de ertende vittighetene,0.8333333333333334
flere artige,0.8333333333333334
kanskje ikke er historisk korrekte,0.16666666666666666
trekk på smilebåndet,0.8333333333333334
flere artige scener,0.8333333333333334
blir glad i,0.8333333333333334
rollefigurer du blir glad i,0.8333333333333334
bryr deg om,0.8333333333333334
venter spent på fortsettelsen,0.8333333333333334
"Hjernedødt , gjort riktig",0.8333333333333334
Hjernedødt,0.3333333333333333
forglemmelige,0.3333333333333333
reiser de kjerringa,0.8333333333333334
bruker verdens mest avvæpnende sammensetning av bokstaver for alt det er verdt,0.8333333333333334
stokk stupid,0.6666666666666666
bejublende vibber er så smittefarlige at man vil steke og sikle om hverandre,0.8333333333333334
mestrer hva enn fag det er som omfatter « karibisk lykkepille »,0.8333333333333334
gjør greia si,0.8333333333333334
flytende på dancehall,0.8333333333333334
kunne man ha danset til på repeat i flere minutter,0.8333333333333334
knallåpneren,0.8333333333333334
fryd,0.8333333333333334
dum nok til å bli en sommerhit,0.16666666666666666
fet nok til at den fortjener det,0.8333333333333334
En av landets,1.0
kart og terreng tydeligere avklart,0.8333333333333334
ikke helt ferdig samstemt,0.16666666666666666
"Musikalsk er det mer enn et ferniss av Mitchells tidligere kjærester , David Crosby og Graham Nash",0.8333333333333334
synger ( selvsagt ) klarere enn en vårdag,1.0
kler posisjonen som en gryende americaninne,0.8333333333333334
legger seg tettere opp mot sjangerens eminense,0.8333333333333334
sjangerens eminense,1.0
fine,0.8333333333333334
eneste problemet er savnet av virkelig store låter,0.3333333333333333
mest av alt fraværet av mer enn bare et kvarter musikk,0.3333333333333333
du verden så forfriskende det skal bli å se dette fra en scene,0.8333333333333334
Gledelig gjensyn med gammel klassiker,1.0
klassiker,1.0
absolutt et stilig bekjentskap,1.0
står på ingen måte tilbake for det forrige,1.0
viderefører alt som er bra med denne klassiske plattformspillserien,1.0
klassiske,0.8333333333333334
Glimrende,1.0
flott,1.0
tegneserieaktig,0.8333333333333334
nok utfordringer til at både store og små kan holde på lenge,1.0
alltid noen bokstaver og puslespillbrikker som er vanskelige å få has på,0.5
mange bananer å samle om man virkelig vil gå grundig til verks,1.0
en god del høyere enn det den vanligvis er hos Mario,0.16666666666666666
stigningen er bratt,0.16666666666666666
Allerede på andre level er det partier som må spilles både to og tre og ti ganger for å komme seg levende fram,0.16666666666666666
alpelignende,0.8333333333333334
"Vi får også svingt oss gjennom noen flotte alpelignende landskaper , ned i gruver , under vann , og selvsagt gjennom jungelen",0.8333333333333334
Noen,0.8333333333333334
bidrar til den allerede gode variasjonen,1.0
gode,0.8333333333333334
et sikkert kjøp for både barn og gamle Donkey Kong-fans,1.0
De minste vil nok trenge litt hjelp for å mestre spillet,0.16666666666666666
det meste er pedagogisk lagt opp,0.8333333333333334
lett å sette seg inn i,0.8333333333333334
bare kjekt å hjelpe til når spillet er såpass interessant og underholdende som dette,1.0
interessant,1.0
underholdende,1.0
Sårt og stemningsfullt,0.8333333333333334
Oscar-nominerte,0.8333333333333334
vakker,0.8333333333333334
særegen,0.8333333333333334
treffer med både formidling og stemning,0.8333333333333334
mangfold i sin fortelling,0.8333333333333334
smart,0.8333333333333334
Dukker med store hjerter,0.8333333333333334
imponerende jobb,1.0
imponerende jobb,1.0
imponerende jobb,1.0
imponerende jobb,1.0
imponerende jobb,1.0
Regissør Claude Barras,1.0
dukkemakerne,1.0
lyssetterne,1.0
kulissebyggerne,1.0
fotografene,1.0
kledelig rufsete i linjene,0.8333333333333334
flere nydelige øyeblikk,0.8333333333333334
kunstferdige,0.8333333333333334
uttrykksfulle dukker,0.8333333333333334
kunstferdige kulisser,0.8333333333333334
troverdige oversettelser,0.8333333333333334
kler rollefigurene,0.8333333333333334
kler,0.8333333333333334
troverdige oversettelser,0.8333333333333334
troverdige oversettelser,0.8333333333333334
kler,0.8333333333333334
kler,0.8333333333333334
kler rollefigurene,0.8333333333333334
kler rollefigurene,0.8333333333333334
herlig heslighet,0.8333333333333334
henter ikke ut all dramatikken,0.3333333333333333
hadde vært plass til mer utbroderte spenningstopper,0.3333333333333333
høster så mye fra sine karakterer,0.8333333333333334
høster så mye,0.8333333333333334
høster så mye,0.8333333333333334
høster så mye,0.8333333333333334
høster så mye,0.8333333333333334
aldri føles tam,0.8333333333333334
uvanlig underholdningshistorie,0.8333333333333334
fortalt med en modig oppriktighet som slår fra seg,0.8333333333333334
usannsynlig feelgoodfilm,0.8333333333333334
lærd,0.8333333333333334
klok,0.8333333333333334
deler gjerne med sine lesere,0.8333333333333334
Alt det du ikke visste at du hadde lyst til å vite noe om,0.8333333333333334
mangfoldige,0.8333333333333334
produktive,0.8333333333333334
etablert størrelse,0.8333333333333334
godt gjøres å ikke finne noe her som vil interessere nettopp den enkelte,0.8333333333333334
viktig,0.8333333333333334
har talent,0.8333333333333334
har,0.8333333333333334
litt uproffe,
litt,0.16666666666666666
Ikke alle historiene,0.16666666666666666
har ikke noe direkte med Berlin å gjøre,0.16666666666666666
svært interessante,1.0
Utvilsomt et av bokas beste kapitler,1.0
for trang,0.3333333333333333
får en til å lure på hvordan,0.16666666666666666
Forutsigelig,0.16666666666666666
et mellomrom i forfatterskapet,0.3333333333333333
3/4 av boka kunne inngått i den forrige,0.3333333333333333
Den siste firedelen kunne starte neste bok,0.3333333333333333
har talent,0.8333333333333334
har,0.8333333333333334
alle de personlige,0.8333333333333334
litt for mye gjentakelser av kjent stoff,0.3333333333333333
litt forutsigelig,0.16666666666666666
slett ikke overflødig,0.8333333333333334
"Sterk , sanselig skjønnhet",1.0
Sterk,1.0
sanselig,0.8333333333333334
betagende,0.8333333333333334
høyt elskede,1.0
har en stor fanskare,1.0
har alltid hatt en distinkt signatur,1.0
fargesprakende,1.0
sanselige,0.8333333333333334
vist svært så dårlig dømmekraft,0.6666666666666666
tar utgangspunkt i tre noveller av Nobelpris-vinneren Alice Munro,0.8333333333333334
"tilbake i god , gammel form",1.0
intenst sanselig,1.0
poetisk,0.8333333333333334
fjetrer,0.8333333333333334
sedvanlig stilige,1.0
sedvanlig,1.0
sedvanlig,1.0
Fascinerende gåtefullt,1.0
Et av de aller sterkeste virkemidlene,1.0
gir en intens spenning,1.0
får oss til både å le og gråte,1.0
får oss til,1.0
suverent spilte,1.0
skjønne,1.0
gir en ekstra menneskelig dimensjon,1.0
fantastisk,1.0
"skildrer et mellommenneskelig situasjon som til en viss grad er gjenkjennelig , men som også er ubegripelig",0.8333333333333334
gjør filmen så interessant,1.0
Manipulerende,0.6666666666666666
undervurderer barneleseren,0.3333333333333333
belærende fortellerstemme,0.3333333333333333
belærende,0.3333333333333333
To ganger dukker forfatteren og illustratøren selv opp,0.3333333333333333
snakker direkte til leseren,0.3333333333333333
To ganger dukker,0.3333333333333333
To ganger dukker,0.3333333333333333
snakker direkte til leseren,0.3333333333333333
magiske,0.8333333333333334
gjøre det lettere å forstå komplekse sammenhenger,0.8333333333333334
sette oss i andres sted,0.8333333333333334
stopper ved første ledd,0.3333333333333333
liten tro på at barn kan tenke selv,0.3333333333333333
synd,0.3333333333333333
provosert,0.6666666666666666
trange rammer,0.3333333333333333
godt,0.8333333333333334
uelegant,0.3333333333333333
nokså tilgjort barnespråk,0.3333333333333333
lite annet enn å gjenfortelle teksten,0.3333333333333333
unntak,0.8333333333333334
slående effekt,0.8333333333333334
Hadde de bare gjort det litt oftere,0.3333333333333333
superpopulære,1.0
kommer seg brukbart igjennom forvandlingen,0.8333333333333334
"ser ti ganger verre ut enn i "" Ringenes herre """,0.6666666666666666
vekker litt sympati,0.8333333333333334
lett munter,0.8333333333333334
dataanimert etter alle kunstens regler,0.8333333333333334
står ut i mengden,0.8333333333333334
gidder å engasjere meg en smule,0.5
Hardt tiltrengt,0.8333333333333334
for mange gjentakelser,0.3333333333333333
falt,0.3333333333333333
ambisiøs,0.8333333333333334
tankevekkende,0.8333333333333334
Frodig,0.8333333333333334
nært,0.8333333333333334
humoristisk,0.8333333333333334
fin psykologisk troverdighet,0.8333333333333334
ikke,0.3333333333333333
vel pratsomt til tider,0.3333333333333333
flere gjentakelser,0.3333333333333333
uttværinger av situasjoner,0.3333333333333333
kunne med fordel vært barbert,0.3333333333333333
Flere andre steder kunne vært nevnt,0.3333333333333333
strammere redigering ville hevet,0.3333333333333333
blitt en viktig,0.8333333333333334
blitt en viktig roman,0.8333333333333334
frodige fortellertalent,0.8333333333333334
real psykologisk thriller,0.8333333333333334
klassikerne,0.8333333333333334
klassikerne,0.8333333333333334
ikke kan sies å være helt på høyde med den gamle mesterens adapsjoner,0.3333333333333333
ikke kommer overraskende nok,0.3333333333333333
dyktige,0.8333333333333334
lett å la seg henføre,0.8333333333333334
velkomponerte,0.8333333333333334
elegante blanding av romantikk og gotikk,0.8333333333333334
kan trygt koste på seg et kinobesøk,0.8333333333333334
"Fengselsliv , minutt for minutt",0.3333333333333333
mislykket taktskifte,0.3333333333333333
overgangen mellom sesongene mer eller mindre sømløs,1.0
Sømløs,0.3333333333333333
ikke alltid like positive forstand,0.3333333333333333
kondensert ned til det som virker som tre dager,0.3333333333333333
opprøret virker akkurat så kaotisk og lite planlagt som slikt muligens er,0.5
totalt ubrukelige,0.6666666666666666
tildels direkte onde,0.3333333333333333
Rettferdighetsfølelsen,0.3333333333333333
får satt det absurde med privateide fengsler på sin rette spiss,0.8333333333333334
noe usannsynlige utvikling,0.16666666666666666
dramaturgiens og narrativets behov for at det skjer mer enn bare usikkerhet og kaos,0.3333333333333333
hviler heller ikke lenger på enkeltkarakterer,0.5
helhetlig ensembleprestasjon,0.8333333333333334
virkelig kanaliserer det serien prøver å formidle,1.0
desidert dårligste forhandlingskortene,0.6666666666666666
faller passende mer og mer inn i bakgrunnen,0.8333333333333334
faller passende mer og mer inn i bakgrunnen,0.8333333333333334
Balansen mellom komedie og drama er dessuten helt forskjøvet,0.3333333333333333
til dels la seg for langt mot moro,0.3333333333333333
humor kun et sporadisk og overdrevent absurd virkemiddel,0.3333333333333333
For mye moro,0.3333333333333333
burde gi seerne en enda mer perfekt unnskyldning til å « binge » hele sesongen,0.16666666666666666
Problemet,0.3333333333333333
I praksis virker det mer som om man jobber knallhardt med å formidle følelsen av hvordan det er å sitte inne,0.3333333333333333
For det meste ganske langdrygt,0.3333333333333333
får deg til å danse som besatt,1.0
byr på noen av Silja Sols beste enkeltlåter,0.8333333333333334
beste,1.0
ett av de fineste,1.0
kan være både skakk og skeiv,0.16666666666666666
ofte balansert med tilgjengelige melodier og direkte tekster,0.8333333333333334
tilgjengelige,0.8333333333333334
direkte,0.8333333333333334
ikke redd for å være kommersiell når det trengs,0.8333333333333334
forsvinner tidvis sangeren Silja Sol,0.3333333333333333
en av landets mest interessante musikere,1.0
temmelig avanserte progresjoner og melodilinjer,0.8333333333333334
mildt sagt forbilledlig,1.0
ikke redd for å gi låtene den luften og roen i minimalistiske partier de trenger for å leve,0.8333333333333334
ingen overraskelse at det mørke og skarpe elektro-uttrykket på,1.0
energisk,0.8333333333333334
mer utflytende og atmosfærisk,0.8333333333333334
vokal og melodi sammen som erteris,1.0
noe som skurrer,0.16666666666666666
Noe av hennes personlighet drukner litt,0.3333333333333333
Silja Sols stemme kommer ikke gjennom like godt som på hennes to første plater,0.3333333333333333
Silja Sols stemme kommer ikke gjennom like godt som på,0.8333333333333334
holder tidvis høy kvalitet,0.8333333333333334
låtene,0.8333333333333334
Det er synd,0.16666666666666666
"« Semmenemme » , « Omveien » , « Ta fyr » og tittelsporet vitner om at",0.8333333333333334
modnet betraktelig som låtskriver på få år,0.8333333333333334
modnet betraktelig som låtskriver på få år,0.8333333333333334
modnet betraktelig som låtskriver på få år,0.8333333333333334
modnet betraktelig som låtskriver på få år,0.8333333333333334
kan få deg til å danse som besatt,1.0
skrevet for både hjerne og hjerte,0.8333333333333334
på sitt beste får det til å føles som om akkordene og drivet kan få en til å gå opp i fyr og flamme,1.0
tidsriktig og smygende godbit,0.8333333333333334
bygger seg naturlig opp mot et svært refreng,0.8333333333333334
mer rettet mot hitlister enn direkte mot Eurovision-seire,0.3333333333333333
mer rettet mot hitlister enn direkte mot Eurovision-seire,0.3333333333333333
årets beste,1.0
Enda en dansk krigsfilm uten helter,0.16666666666666666
ekstraordinære,1.0
ekstraordinære skuespillerprestasjoner,1.0
sterke,1.0
forferdelig,0.6666666666666666
Mesterlig oppvisning i underspill,1.0
mesterlig,1.0
utmerke seg i urbane ” nyrealistiske ” danske filmer som Nordøst,1.0
løfter,1.0
begavede,1.0
Står støtt som klassisk dansk film,0.8333333333333334
imponerer,1.0
tangerer humanismen i klassiske antikrigsdramaer,0.8333333333333334
"ofte enkle virkemidler , men effekten blir desto sterkere",0.8333333333333334
vakre,1.0
storslåtte,1.0
grusomme,0.6666666666666666
utsøkte,1.0
arven fra særlig klassisk amerikansk film er merkbar,0.16666666666666666
står,0.8333333333333334
Eneste svakheten,0.3333333333333333
avrundingen blir for enkel,0.3333333333333333
eneste som hindrer,0.16666666666666666
Det,0.16666666666666666
knøttlite,0.3333333333333333
hjertet er stort,0.8333333333333334
store porsjoner rustikk hverdagsmat,0.8333333333333334
helt uten jåleri,0.8333333333333334
store porsjoner,0.8333333333333334
hører alle samtalene fra bordene rundt deg,0.3333333333333333
ikke er musikk,0.3333333333333333
deler raust,0.8333333333333334
lett å bli kjent med,0.8333333333333334
lettheten hun serverer med,0.8333333333333334
kjent for sine franske menyer og sin edle vinkjeller,0.8333333333333334
fin,0.8333333333333334
Alle,0.8333333333333334
Alle,0.8333333333333334
anbefalte velkomstdrinken,0.8333333333333334
smaker for mye av det skarpe brennevinet,0.3333333333333333
frisk,0.8333333333333334
smakfullt tilberedt,0.8333333333333334
enkel og røff,0.8333333333333334
variert,0.8333333333333334
komponenter som kler hverandre godt,0.8333333333333334
med på å dempe syrligheten,0.8333333333333334
veldig kaldt,0.6666666666666666
løser,0.8333333333333334
lever opp til forventningene,0.8333333333333334
enorme,0.8333333333333334
altfor godt til å gå til spille,0.8333333333333334
sprøtt ytre,0.8333333333333334
saftig på innsiden,0.8333333333333334
saftig,0.8333333333333334
mangler det en helhet i smakene,0.3333333333333333
Litt syrlighet i retten ville ha balansert,0.8333333333333334
Litt syrlighet i retten ville ha balansert,0.8333333333333334
spisskummen-dominerte,0.16666666666666666
velsmakende,0.8333333333333334
frisk ostekrem,0.8333333333333334
fingerkjeks som enda ikke er blitt helt soggy,0.8333333333333334
beste jeg har fått servert i Bergen,0.8333333333333334
noen mer kreative,0.3333333333333333
mangler litt på detaljene,0.16666666666666666
veldig skitne av matrester,0.3333333333333333
god opplevelse,0.8333333333333334
storsinnede,0.8333333333333334
utradisjonelle,0.8333333333333334
